,age,workclass,education-num,marital-status,occupation,capital-gains,capital-loss,hours-per-week,native-country,target
42,24,3,13,2,12,0,0,50,38, <=50K
43,49,3,9,5,0,0,0,40,38, <=50K
44,25,3,9,4,5,0,0,35,38, <=50K
45,57,0,13,2,9,0,0,40,38, >50K
46,53,3,9,2,6,0,0,38,38, <=50K
47,44,3,14,0,3,0,0,40,38, <=50K
48,41,6,11,2,2,0,0,40,38, <=50K
49,29,3,11,4,9,0,0,43,38, <=50K
50,25,3,10,2,3,0,0,40,38, <=50K
51,18,3,9,4,7,0,0,30,41, <=50K
52,47,3,15,2,9,0,1902,60,15, >50K
53,50,0,13,0,3,0,0,55,38, >50K
54,47,4,9,0,3,0,0,60,38, <=50K
55,43,3,10,2,12,0,0,40,38, >50K
56,46,3,3,2,6,0,0,40,25, <=50K
57,35,3,11,2,7,0,0,40,32, <=50K
58,41,3,9,2,0,0,0,48,38, <=50K
59,30,3,9,2,6,5013,0,40,38, <=50K
60,30,3,13,2,11,2407,0,40,38, <=50K
61,32,8,4,3,14,0,0,40,41, <=50K
62,48,3,9,2,13,0,0,40,38, <=50K
63,42,3,16,2,9,0,0,45,38, >50K
64,29,3,10,0,12,0,0,58,38, <=50K
65,36,3,9,2,2,0,0,40,38, <=50K
66,28,3,10,0,0,0,0,40,38, <=50K
67,53,3,9,2,0,0,0,40,38, >50K
68,49,4,10,2,3,0,0,50,38, >50K
69,25,8,10,4,14,0,0,40,38, <=50K
70,19,3,10,4,9,0,0,32,38, <=50K
71,31,3,13,5,11,0,0,40,38, <=50K
72,29,5,13,2,11,0,0,70,38, >50K
73,23,3,10,4,6,0,0,40,38, <=50K
74,79,3,10,2,9,0,0,20,38, <=50K
75,27,3,9,4,7,0,0,40,25, <=50K
76,40,3,12,2,0,0,0,40,38, <=50K
77,67,8,6,2,14,0,0,2,38, <=50K
78,18,3,7,4,7,0,0,22,38, <=50K
79,31,1,4,2,4,0,0,40,38, <=50K
80,18,3,9,4,11,0,0,30,38, <=50K
81,52,3,13,2,7,0,0,40,4, <=50K
82,46,3,9,2,7,0,0,40,38, <=50K
83,59,3,9,2,11,0,0,48,38, <=50K
84,44,3,9,0,2,14344,0,40,38, >50K
85,53,3,9,0,11,0,0,35,38, <=50K
86,49,1,9,2,10,0,0,40,38, >50K
87,33,3,14,2,9,0,0,50,38, <=50K
88,30,3,5,4,11,0,0,40,38, <=50K
89,43,0,16,4,9,0,0,50,38, >50K
90,57,3,11,2,9,0,0,40,38, <=50K
91,37,3,10,0,2,0,0,40,38, <=50K
92,28,3,10,0,6,0,0,25,38, <=50K
93,30,3,9,2,11,0,1573,35,41, <=50K
94,34,1,13,2,10,0,0,40,38, >50K
95,29,1,10,4,5,0,0,50,38, <=50K
96,48,5,16,2,9,0,1902,60,38, >50K
97,37,3,10,2,11,0,0,48,38, >50K
98,48,3,12,0,3,0,0,40,8, <=50K
99,32,0,9,4,7,0,0,40,38, <=50K
100,76,3,14,2,3,0,0,40,38, >50K
101,44,3,13,2,3,15024,0,60,38, >50K
102,47,5,14,4,9,0,0,50,38, <=50K
103,20,3,10,4,12,0,0,40,38, <=50K
104,29,3,9,4,2,0,0,40,38, <=50K
105,32,4,9,2,2,7688,0,40,38, >50K
106,17,8,6,4,14,34095,0,32,38, <=50K
107,30,3,7,4,5,0,0,40,38, <=50K
108,31,1,9,4,0,0,0,40,38, <=50K
109,42,3,9,2,5,0,0,40,38, <=50K
110,24,3,13,4,11,0,0,40,38, <=50K
111,38,3,15,2,9,0,0,40,38, >50K
112,56,5,9,2,7,0,1887,50,1, >50K
113,28,3,10,2,11,4064,0,25,38, <=50K
114,36,3,9,4,6,0,0,40,38, <=50K
115,53,3,5,2,5,0,0,50,38, <=50K
116,56,4,10,2,11,0,0,50,38, <=50K
117,49,1,11,2,2,0,0,40,38, >50K
118,55,3,10,2,11,0,0,56,38, <=50K
119,22,3,9,4,2,0,0,41,38, <=50K
120,21,3,10,4,7,0,0,40,38, <=50K
121,40,3,13,2,3,0,0,60,38, <=50K
122,30,3,13,4,3,0,0,40,10, <=50K
123,29,6,13,2,9,0,0,50,38, >50K
124,19,3,10,4,7,0,0,35,38, <=50K
125,47,3,13,2,3,0,0,40,38, >50K
126,20,3,10,4,0,0,1719,28,38, <=50K
127,31,3,12,2,0,0,0,40,38, >50K
128,35,8,9,2,14,0,0,40,38, <=50K
129,39,3,10,0,2,0,0,40,38, <=50K
130,28,3,12,4,11,0,0,60,38, <=50K
131,24,3,9,4,7,0,1762,40,38, <=50K
132,38,5,9,2,2,4386,0,35,38, <=50K
133,37,3,13,2,11,0,0,50,38, <=50K
134,46,3,12,0,12,0,0,36,38, <=50K
135,38,0,14,2,9,0,0,40,19, >50K
136,43,5,9,2,2,0,0,60,38, <=50K
137,27,3,11,2,0,0,0,35,38, <=50K
138,20,3,10,4,11,0,0,20,38, <=50K
139,49,3,10,2,2,0,0,40,38, >50K
140,61,4,9,2,2,0,0,40,38, <=50K
141,27,3,10,4,11,0,0,40,38, <=50K
142,19,3,10,4,7,0,0,30,25, <=50K
143,45,3,11,4,9,0,1564,40,38, >50K
144,70,3,10,4,12,0,0,40,38, <=50K
145,31,3,9,4,13,0,0,30,38, <=50K
146,22,3,10,2,7,0,0,24,38, <=50K
147,36,3,9,6,7,0,0,24,38, <=50K
148,64,3,7,2,2,0,2179,40,38, <=50K
149,43,8,10,0,14,0,0,40,38, <=50K
150,47,1,10,0,0,0,0,38,25, <=50K
151,34,3,9,4,0,0,0,40,38, <=50K
152,33,3,13,4,3,0,0,40,29, <=50K
153,21,3,9,4,2,0,0,35,38, <=50K
154,52,8,9,0,14,0,0,45,38, >50K
155,48,3,9,2,2,0,0,46,38, <=50K
156,23,3,13,4,5,0,0,40,38, <=50K
157,71,5,10,5,11,0,1816,2,38, <=50K
158,29,3,9,0,2,0,0,60,38, <=50K
159,42,3,13,5,7,0,0,50,38, <=50K
160,68,8,2,0,14,0,0,20,38, <=50K
161,25,3,9,4,7,0,0,40,38, <=50K
162,44,4,14,0,3,0,0,40,38, <=50K
163,28,3,9,4,3,0,0,40,8, <=50K
164,45,5,14,2,11,0,0,40,38, >50K
165,36,3,10,0,7,0,0,40,25, <=50K
166,39,0,12,4,3,0,0,42,38, <=50K
167,46,6,14,6,10,0,0,40,38, <=50K
168,18,3,7,4,5,0,0,16,38, <=50K
169,66,1,11,6,9,0,0,20,38, <=50K
170,27,3,9,4,7,0,1980,40,38, <=50K
171,28,6,9,2,10,0,0,40,38, <=50K
172,51,3,10,2,11,0,1977,40,38, >50K
173,27,3,13,4,2,0,0,50,38, <=50K
174,28,6,13,2,9,0,0,40,38, >50K
175,27,3,9,3,11,0,0,25,38, <=50K
176,21,3,9,4,2,0,0,40,38, <=50K
177,34,3,9,4,5,0,0,40,38, <=50K
178,18,3,9,4,7,0,0,12,38, <=50K
179,33,3,13,2,9,0,0,65,38, <=50K
180,44,1,10,2,3,0,0,38,38, >50K
181,43,3,10,0,0,0,0,40,38, <=50K
182,30,3,10,4,2,0,0,45,38, <=50K
183,40,3,4,2,6,0,0,40,25, >50K
184,37,0,10,2,0,0,0,42,38, >50K
185,34,3,9,2,0,0,0,40,38, <=50K
186,41,5,13,0,3,0,0,40,38, <=50K
187,53,8,13,0,14,0,0,50,38, <=50K
188,31,3,14,2,9,0,0,50,38, <=50K
189,58,6,16,2,9,0,0,1,38, >50K
190,38,3,10,0,6,0,0,28,38, <=50K
191,24,3,10,2,6,0,0,40,38, <=50K
192,41,1,13,2,2,0,0,40,38, <=50K
193,47,3,10,2,12,0,0,45,38, <=50K
194,41,0,13,2,12,0,0,24,38, <=50K
195,23,3,3,2,13,0,0,40,25, <=50K
196,36,3,10,0,2,0,0,40,38, <=50K
197,40,0,14,4,3,14084,0,55,38, >50K
198,35,3,14,2,9,7298,0,40,38, >50K
199,24,5,9,4,11,0,0,40,38, <=50K
200,26,3,14,4,9,0,1876,40,38, <=50K
201,19,8,9,4,14,0,0,40,21, <=50K
202,51,3,13,2,3,0,0,50,38, >50K
203,42,1,10,4,9,0,1340,40,38, <=50K
204,37,6,9,0,0,0,0,35,38, <=50K
205,18,3,7,4,11,0,0,40,38, <=50K
206,36,3,13,2,7,7298,0,36,38, >50K
207,35,3,9,0,2,0,0,60,38, <=50K
208,58,4,9,2,11,15024,0,35,38, >50K
209,17,3,7,4,11,0,0,12,38, <=50K
210,44,1,9,2,13,0,0,40,38, <=50K
211,37,3,9,2,2,0,0,40,38, >50K
212,35,3,10,4,11,0,0,40,38, <=50K
213,60,3,9,2,2,0,0,40,38, <=50K
214,54,4,4,2,6,0,0,40,38, >50K
215,37,3,13,4,3,0,0,60,38, >50K
216,50,3,12,0,11,0,0,40,38, <=50K
217,38,3,13,2,11,0,0,50,30, <=50K
218,45,3,13,2,9,0,0,55,38, <=50K
219,25,3,6,4,2,0,0,40,38, <=50K
220,31,3,10,2,5,0,0,40,38, <=50K
221,64,8,2,0,14,0,0,40,38, <=50K
222,90,3,9,4,7,0,2206,40,38, <=50K
223,54,3,9,2,0,0,0,20,38, <=50K
224,53,1,1,4,6,0,0,35,38, <=50K
225,18,3,9,4,11,0,0,40,38, <=50K
226,60,8,6,0,14,0,0,10,38, <=50K
227,66,5,9,2,4,1409,0,50,38, <=50K
228,75,3,11,6,0,0,0,20,3, <=50K
229,65,3,9,0,0,0,0,40,38, <=50K
230,35,3,7,5,13,3674,0,40,38, <=50K
231,41,3,9,0,11,0,0,38,38, <=50K
232,25,3,10,4,0,0,0,42,38, <=50K
233,33,3,10,0,2,0,0,40,38, <=50K
234,28,3,15,4,9,0,0,55,38, >50K
235,59,6,9,2,7,0,0,40,38, <=50K
236,40,6,10,4,0,0,0,38,38, <=50K
237,41,3,13,2,3,0,0,50,19, >50K
238,38,1,14,2,3,0,0,70,38, >50K
239,23,3,9,4,13,0,0,40,38, <=50K
240,40,3,13,2,9,0,0,40,38, >50K
241,41,5,9,2,7,0,0,20,38, <=50K
242,24,6,12,2,10,0,0,50,38, <=50K
243,20,8,10,4,14,0,0,20,38, <=50K
244,38,3,10,0,2,0,1741,40,38, <=50K
245,56,3,9,2,0,0,0,35,41, <=50K
246,58,3,9,2,0,0,0,45,38, >50K
247,32,3,9,4,7,0,0,34,38, <=50K
248,40,3,12,2,12,0,1977,60,38, >50K
249,45,3,9,2,0,0,0,40,41, <=50K
250,41,3,15,2,9,0,0,40,38, >50K
251,42,3,13,2,0,0,0,40,38, <=50K
252,59,1,6,6,7,0,0,30,38, <=50K
253,19,1,10,4,0,0,0,40,38, <=50K
254,58,3,10,4,13,0,0,20,38, <=50K
255,42,5,9,2,4,0,0,40,0, >50K
256,20,3,9,4,7,0,0,40,38, <=50K
257,32,3,9,5,7,0,0,30,38, <=50K
258,45,3,11,6,3,0,0,45,38, <=50K
259,50,3,4,0,2,0,0,40,38, <=50K
260,36,3,13,0,9,0,0,40,38, <=50K
261,45,3,9,2,11,0,0,60,38, <=50K
262,17,3,7,4,7,0,0,12,38, <=50K
263,59,3,10,2,11,4064,0,40,38, <=50K
264,26,3,7,2,2,0,0,40,38, <=50K
265,37,4,10,2,3,0,0,75,36, >50K
266,19,8,10,4,14,0,0,24,1, <=50K
267,64,3,9,2,3,0,0,40,38, >50K
268,33,3,13,4,9,0,0,45,38, <=50K
269,33,3,9,2,2,0,0,40,38, >50K
270,61,3,9,2,3,0,0,40,38, >50K
271,17,3,5,4,7,1055,0,24,38, <=50K
272,50,5,14,2,4,2407,0,98,38, <=50K
273,27,1,14,4,9,0,0,35,38, <=50K
274,30,3,9,0,9,0,0,40,38, <=50K
275,43,3,9,2,5,0,0,40,38, <=50K
276,44,3,10,2,2,7298,0,40,38, >50K
277,35,3,10,4,3,0,0,40,38, <=50K
278,25,3,10,4,12,0,0,40,38, <=50K
279,24,3,10,2,6,7298,0,48,38, >50K
280,22,3,13,4,9,0,0,15,10, <=50K
281,42,1,10,2,2,5178,0,40,38, >50K
282,34,3,12,0,11,0,0,45,38, <=50K
283,60,3,13,0,9,0,0,42,38, <=50K
284,21,3,9,4,5,0,0,40,38, <=50K
285,57,0,14,2,11,15024,0,40,38, >50K
286,41,3,15,2,9,0,0,60,38, >50K
287,50,3,10,0,7,0,0,45,38, <=50K
288,25,3,13,4,3,0,0,40,38, <=50K
289,50,3,4,2,2,0,0,40,6, <=50K
290,36,3,13,2,9,0,0,45,38, <=50K
291,31,3,9,0,9,0,0,40,38, <=50K
292,29,1,13,4,10,0,0,56,38, <=50K
293,21,3,10,4,11,0,0,45,38, <=50K
294,27,3,13,4,12,0,0,40,38, <=50K
295,65,3,9,2,13,0,0,16,38, <=50K
296,37,4,13,0,11,0,0,60,38, <=50K
297,39,8,14,2,14,3464,0,40,41, <=50K
298,24,3,9,4,2,0,0,40,38, <=50K
299,38,3,9,0,11,0,0,80,38, <=50K
300,48,3,13,2,0,7688,0,40,38, >50K
301,21,3,10,4,7,0,0,25,38, <=50K
302,31,3,9,2,13,0,0,45,38, >50K
303,55,3,9,2,11,4386,0,40,38, >50K
304,24,3,10,2,0,0,0,40,24, <=50K
305,43,3,9,0,0,0,0,40,38, <=50K
306,26,3,12,4,12,0,0,45,38, <=50K
307,46,3,12,4,9,0,0,33,38, <=50K
308,35,3,12,2,0,0,0,40,38, >50K
309,41,4,10,2,4,0,0,54,38, >50K
310,26,3,13,4,11,0,0,40,38, <=50K
311,34,3,14,2,3,7298,0,35,35, >50K
312,19,8,10,4,14,0,0,25,38, <=50K
313,36,5,13,0,9,0,0,40,38, >50K
314,22,3,10,4,11,0,0,15,38, <=50K
315,24,3,10,4,6,0,0,40,38, <=50K
316,77,5,10,2,11,0,0,40,38, <=50K
317,22,3,3,2,6,0,0,40,25, <=50K
318,29,3,10,4,12,0,0,40,38, <=50K
319,62,3,9,6,7,0,0,24,38, <=50K
320,39,5,9,2,3,0,0,40,38, <=50K
321,43,3,10,2,2,0,1485,50,38, <=50K
322,35,3,9,0,13,0,0,45,38, <=50K
323,29,3,7,4,3,0,0,40,38, <=50K
324,76,5,14,2,2,0,0,10,38, <=50K
325,63,5,9,2,4,0,0,45,38, <=50K
326,23,8,11,4,14,0,0,15,38, <=50K
327,43,3,10,2,9,0,1887,50,38, >50K
328,58,5,9,2,5,0,0,40,38, <=50K
329,66,3,9,4,13,2050,0,55,38, <=50K
330,41,3,10,4,2,0,0,45,38, <=50K
331,26,3,13,4,0,0,0,40,38, <=50K
332,47,3,11,4,7,0,0,40,38, <=50K
333,55,1,6,2,0,0,0,40,38, <=50K
334,53,3,9,2,13,0,0,40,38, <=50K
335,17,3,3,4,7,0,0,48,25, <=50K
336,30,3,9,4,2,0,0,40,38, <=50K
337,49,3,14,4,9,0,0,60,38, <=50K
338,19,3,9,4,11,0,0,30,13, <=50K
339,45,3,9,2,7,0,0,40,38, <=50K
340,26,3,12,4,11,0,0,40,38, <=50K
341,38,3,11,2,2,7298,0,40,38, >50K
342,36,6,9,2,10,7298,0,40,38, >50K
343,33,3,9,4,4,0,0,20,38, <=50K
344,22,6,10,4,10,0,0,40,38, <=50K
345,43,5,13,4,11,0,0,42,38, <=50K
346,67,8,7,2,14,0,0,8,38, <=50K
347,30,8,11,0,14,0,0,40,38, <=50K
348,56,3,12,3,7,0,0,25,19, <=50K
349,31,3,13,4,9,0,0,25,38, <=50K
350,33,3,13,2,3,0,0,40,38, >50K
351,26,3,9,2,7,0,0,40,38, <=50K
352,33,3,13,2,3,0,0,40,38, >50K
353,46,1,7,2,13,0,0,30,38, <=50K
354,59,8,13,2,14,0,0,40,38, >50K
355,38,0,9,2,0,0,0,40,38, >50K
356,65,3,7,6,7,0,0,40,38, <=50K
357,40,3,11,2,12,0,0,40,38, >50K
358,42,3,9,2,0,0,0,35,38, <=50K
359,26,5,5,2,2,0,0,40,31, <=50K
360,36,3,6,2,7,0,0,24,38, <=50K
361,62,3,14,2,9,0,0,40,38, >50K
362,43,3,13,2,13,0,0,45,38, <=50K
363,43,3,13,0,3,0,1564,45,38, >50K
364,22,3,9,3,11,0,0,55,38, <=50K
365,28,3,9,2,2,0,0,40,38, <=50K
366,56,5,10,2,11,0,0,45,38, <=50K
367,22,3,12,4,11,0,0,15,38, <=50K
368,57,3,13,0,3,0,0,45,38, >50K
369,39,3,9,0,11,0,0,40,38, <=50K
370,26,0,10,4,0,0,0,15,38, <=50K
371,17,3,7,4,7,0,0,10,38, <=50K
372,40,6,11,2,6,0,0,38,38, >50K
373,45,3,9,2,6,0,0,40,38, <=50K
374,44,3,9,4,2,0,0,40,38, <=50K
375,20,1,10,4,0,0,0,10,38, <=50K
376,33,3,9,2,2,0,0,40,38, <=50K
377,23,3,10,4,11,0,0,40,38, <=50K
378,46,5,14,0,3,0,0,30,38, <=50K
379,38,3,9,2,11,0,0,50,38, <=50K
380,54,3,9,0,13,0,0,40,38, <=50K
381,46,3,3,0,2,0,2339,45,38, <=50K
382,25,3,10,2,2,0,0,40,38, <=50K
383,46,3,10,0,11,0,0,40,38, <=50K
384,36,1,10,2,13,0,0,40,38, <=50K
385,23,3,9,4,7,0,0,25,38, <=50K
386,29,3,9,5,6,0,0,40,38, <=50K
387,44,3,10,2,0,0,2415,6,38, >50K
388,19,3,10,4,0,0,0,16,38, <=50K
389,19,3,9,4,7,0,0,40,38, <=50K
390,35,3,9,2,7,0,0,40,38, >50K
391,27,3,13,4,2,0,0,50,38, <=50K
392,46,5,12,5,2,0,0,40,38, <=50K
393,34,6,13,2,3,7688,0,45,41, >50K
394,34,3,9,4,7,0,0,35,38, <=50K
395,44,3,10,2,12,0,0,40,38, <=50K
396,45,3,10,0,5,0,0,40,38, <=50K
397,20,8,9,4,14,0,0,35,38, <=50K
398,25,3,13,2,3,0,0,55,38, >50K
399,52,4,13,2,3,0,0,50,38, >50K
400,20,3,10,4,5,0,0,40,38, <=50K
401,28,3,10,4,7,0,0,40,38, <=50K
402,50,6,13,2,10,0,0,40,38, >50K
403,34,3,11,0,12,0,0,64,38, <=50K
404,28,3,4,2,5,0,2179,40,32, <=50K
405,41,3,14,2,3,0,1977,65,38, >50K
406,28,3,9,2,0,0,0,40,38, <=50K
407,46,5,9,2,2,0,0,25,38, <=50K
408,28,8,10,2,14,0,1887,40,38, >50K
409,32,3,10,2,3,0,0,50,38, <=50K
410,41,1,10,0,7,0,0,24,38, <=50K
411,24,3,9,4,5,0,0,40,38, <=50K
412,33,3,10,0,3,0,0,40,38, <=50K
413,46,3,16,2,3,15024,0,60,38, >50K
414,31,6,10,2,6,0,0,40,38, <=50K
415,35,3,8,0,2,0,0,50,38, >50K
416,52,3,2,2,6,0,0,40,25, <=50K
417,30,3,7,4,7,0,0,19,38, <=50K
418,34,1,7,5,6,0,0,40,38, <=50K
419,34,6,9,0,13,0,0,40,38, <=50K
420,20,3,10,2,11,0,0,30,38, <=50K
421,17,3,7,4,5,2176,0,18,38, <=50K
422,32,6,13,2,3,0,0,40,38, >50K
423,29,3,9,0,4,0,0,40,38, <=50K
424,33,3,6,4,2,0,0,35,38, <=50K
425,25,3,9,2,13,0,0,60,38, <=50K
426,36,0,14,4,9,0,1408,40,38, <=50K
427,23,3,9,4,5,0,0,72,5, <=50K
428,63,4,9,2,3,0,0,40,38, >50K
429,47,1,14,2,9,0,0,40,38, <=50K
430,80,8,9,6,14,0,0,24,38, <=50K
431,17,8,7,4,14,0,0,40,38, <=50K
432,40,5,13,3,9,2174,0,40,38, <=50K
433,30,3,12,2,7,0,0,25,38, >50K
434,27,3,10,4,2,0,1980,40,29, <=50K
435,33,3,14,2,9,0,0,50,38, >50K
436,34,1,9,4,4,594,0,60,38, <=50K
437,34,1,10,4,10,0,0,40,38, <=50K
438,23,3,10,2,0,0,0,40,38, <=50K
439,42,1,10,2,0,0,0,40,38, <=50K
440,29,3,13,4,9,0,0,40,38, <=50K
441,45,3,9,0,0,0,0,28,38, <=50K
442,24,0,9,4,1,0,0,40,38, <=50K
443,44,3,10,2,9,0,0,40,38, >50K
444,27,3,5,4,2,0,0,40,25, <=50K
445,20,3,10,4,11,0,0,35,38, <=50K
446,44,3,9,6,3,0,0,40,38, <=50K
447,51,3,9,2,2,0,0,40,38, <=50K
448,20,3,9,2,6,0,0,40,38, <=50K
449,17,8,7,4,14,0,0,5,38, <=50K
450,19,3,9,4,6,0,0,40,38, <=50K
451,45,4,10,2,2,0,0,55,38, >50K
452,60,3,9,2,2,0,0,40,38, >50K
453,42,3,12,2,3,0,0,40,41, >50K
454,44,5,9,2,11,0,0,40,38, >50K
455,40,3,11,2,6,0,0,40,38, >50K
456,30,3,9,2,3,0,0,40,38, <=50K
457,38,3,10,2,13,0,0,50,38, <=50K
458,23,3,9,2,13,0,0,60,38, <=50K
459,32,8,10,2,14,0,0,40,38, <=50K
460,44,3,12,4,4,0,0,40,38, <=50K
461,54,1,9,2,13,0,0,40,38, <=50K
462,32,3,13,2,9,0,0,50,38, <=50K
463,50,3,2,3,2,0,0,40,38, <=50K
464,24,3,13,4,12,0,0,20,38, <=50K
465,37,3,9,2,0,0,0,60,38, <=50K
466,52,3,9,0,13,0,0,40,38, <=50K
467,38,3,10,2,13,0,0,40,38, <=50K
468,49,3,14,2,3,0,1977,45,38, >50K
469,30,3,13,2,12,0,0,16,38, >50K
470,60,3,10,4,9,0,0,40,38, >50K
471,22,8,10,4,14,0,0,40,38, <=50K
472,35,3,9,4,2,0,0,40,38, <=50K
473,30,3,9,4,13,0,0,60,38, <=50K
474,67,3,11,0,7,0,0,24,38, <=50K
475,46,3,13,4,2,0,0,40,38, <=50K
476,17,3,5,4,7,0,0,6,38, <=50K
477,22,3,10,4,5,0,0,30,38, <=50K
478,27,3,6,4,7,0,0,40,38, <=50K
479,23,3,9,4,7,0,0,35,38, <=50K
480,33,3,12,2,2,0,0,45,31, <=50K
481,43,5,10,2,2,0,0,20,38, <=50K
482,28,6,13,4,9,0,0,20,38, <=50K
483,41,3,9,3,2,0,0,40,38, <=50K
484,52,8,8,4,14,594,0,40,38, <=50K
485,25,3,10,3,0,0,0,20,38, <=50K
486,63,8,2,2,14,0,0,35,38, <=50K
487,59,1,9,2,13,0,0,45,38, <=50K
488,45,1,13,0,9,0,0,40,38, <=50K
489,38,3,13,2,11,15024,0,60,38, >50K
490,40,3,9,4,7,0,0,35,38, <=50K
491,46,0,9,0,0,0,0,40,38, <=50K
492,35,3,12,4,3,0,0,60,38, <=50K
493,34,3,9,0,9,0,0,25,38, <=50K
494,33,3,13,4,2,0,0,20,38, <=50K
495,41,3,9,0,0,0,0,36,38, <=50K
496,20,3,10,4,6,0,0,40,38, <=50K
497,23,3,3,4,7,0,0,40,7, <=50K
498,26,3,10,4,9,0,0,35,38, <=50K
499,72,8,9,2,14,0,0,20,38, <=50K
500,23,1,9,4,4,0,0,40,30, <=50K
501,62,1,9,2,13,0,0,40,38, <=50K
502,52,3,10,2,0,0,0,40,38, <=50K
503,58,3,10,0,7,0,0,42,9, <=50K
504,25,3,13,4,11,0,0,40,38, <=50K
505,24,3,13,4,3,0,0,40,38, <=50K
506,19,3,10,4,10,0,0,8,38, <=50K
507,43,3,10,2,3,0,0,40,38, <=50K
508,47,1,9,5,0,0,0,40,38, <=50K
509,39,3,9,0,7,0,0,40,38, <=50K
510,49,3,11,3,5,0,1380,42,38, <=50K
511,53,8,3,6,14,0,0,30,38, <=50K
512,32,3,11,4,2,0,0,45,38, <=50K
513,34,3,10,2,9,0,0,50,38, >50K
514,28,3,9,0,2,0,0,45,38, <=50K
515,57,8,11,6,14,0,0,38,38, <=50K
516,25,3,10,4,0,0,0,20,38, <=50K
517,20,8,10,4,14,0,0,24,38, <=50K
518,21,8,10,4,14,0,0,35,38, <=50K
519,34,3,13,2,9,0,0,50,38, >50K
520,38,4,13,2,3,15024,0,80,38, >50K
521,50,3,9,2,3,7688,0,50,38, >50K
522,24,1,10,0,5,0,0,50,38, <=50K
523,37,1,10,2,12,0,0,45,38, >50K
524,44,3,10,0,6,0,0,58,38, >50K
525,28,3,10,2,11,0,0,40,38, <=50K
526,42,3,13,2,3,0,0,40,38, >50K
527,74,3,10,0,0,0,0,9,38, <=50K
528,38,5,9,2,2,0,0,50,38, <=50K
529,44,5,14,2,9,0,0,40,38, <=50K
530,44,3,7,0,6,0,0,46,32, <=50K
531,26,3,9,4,6,0,0,40,38, <=50K
532,36,3,9,2,7,0,0,40,38, <=50K
533,41,3,12,2,3,0,0,50,38, >50K
534,67,3,15,2,9,20051,0,48,38, >50K
535,39,1,8,2,12,0,0,50,38, <=50K
536,57,3,2,6,8,0,0,30,38, <=50K
537,29,3,11,5,2,0,0,40,38, <=50K
538,31,4,13,4,4,0,0,45,38, <=50K
539,34,8,9,4,14,0,0,40,38, <=50K
540,44,3,10,2,13,0,0,40,38, <=50K
541,29,3,16,4,9,0,0,40,38, <=50K
542,30,3,10,4,5,0,0,40,38, <=50K
543,27,3,9,4,13,0,0,40,38, <=50K
544,27,3,10,2,11,0,0,50,38, <=50K
545,32,3,9,4,5,0,0,45,38, <=50K
546,58,3,6,2,7,0,0,8,38, <=50K
547,35,1,10,2,10,0,0,40,38, <=50K
548,21,3,9,4,5,0,0,36,38, <=50K
549,28,3,10,4,2,0,0,40,38, <=50K
550,46,5,10,0,3,0,0,50,38, <=50K
551,36,5,9,5,7,0,0,40,38, <=50K
552,72,3,7,6,0,0,0,40,38, <=50K
553,35,3,9,2,6,0,0,40,38, <=50K
554,33,0,11,0,2,0,0,40,38, >50K
555,69,3,7,4,6,0,0,40,38, <=50K
556,35,3,9,2,6,0,0,40,38, <=50K
557,31,3,9,5,0,0,0,20,41, <=50K
